id,title,author,rating,image_url,year,genre,description
7937843,Room,Emma Donoghue,4.03,https://images.gr-assets.com/books/1344265419m/7937843.jpg,2010.0,Fiction,No description available.
1420,Hamlet,"William Shakespeare, Richard Andrews, Rex Gibson",4.0,https://images.gr-assets.com/books/1351051208m/1420.jpg,1600.0,History,No description available.
234225,Dune (Dune Chronicles #1),Frank Herbert,4.19,https://images.gr-assets.com/books/1434908555m/234225.jpg,1965.0,Romance,No description available.
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.92,https://images.gr-assets.com/books/1473396980m/2612.jpg,2000.0,Fiction,No description available.
11084145,Steve Jobs,Walter Isaacson,4.09,https://images.gr-assets.com/books/1327861368m/11084145.jpg,2011.0,Fiction,No description available.
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,4.18,https://images.gr-assets.com/books/1485308778m/332613.jpg,1962.0,Fiction,No description available.
2165,The Old Man and the Sea,Ernest Hemingway,3.73,https://images.gr-assets.com/books/1329189714m/2165.jpg,1952.0,Fantasy,No description available.
4395,The Grapes of Wrath,John Steinbeck,3.92,https://images.gr-assets.com/books/1352912927m/4395.jpg,1939.0,Sci-Fi,No description available.
3431,The Five People You Meet in Heaven,Mitch Albom,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003.0,Mystery,No description available.
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1908.0,Romance,No description available.
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.34,https://images.gr-assets.com/books/1369452339m/3777732.jpg,2009.0,Sci-Fi,No description available.
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,https://images.gr-assets.com/books/1497931121m/62291.jpg,2000.0,Romance,No description available.
137791,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.79,https://images.gr-assets.com/books/1408313524m/137791.jpg,1996.0,Romance,No description available.
10964,"Outlander (Outlander, #1)",Diana Gabaldon,4.2,https://images.gr-assets.com/books/1402600310m/10964.jpg,1991.0,History,No description available.
12296,The Scarlet Letter,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",3.37,https://images.gr-assets.com/books/1404810944m/12296.jpg,1850.0,History,No description available.
9460487,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",Ransom Riggs,3.89,https://images.gr-assets.com/books/1472782916m/9460487.jpg,2011.0,History,No description available.
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)","Stieg Larsson, Reg Keeland",4.2,https://images.gr-assets.com/books/1327708260m/6892870.jpg,2007.0,Romance,No description available.
18007564,The Martian,Andy Weir,4.39,https://images.gr-assets.com/books/1413706054m/18007564.jpg,2012.0,Sci-Fi,No description available.
5043,"The Pillars of the Earth (The Kingsbridge Series, #1)",Ken Follett,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1989.0,History,No description available.
18143977,All the Light We Cannot See,Anthony Doerr,4.31,https://images.gr-assets.com/books/1451445646m/18143977.jpg,2014.0,Romance,No description available.
8664353,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.4,https://images.gr-assets.com/books/1327861115m/8664353.jpg,2010.0,Mystery,No description available.
976,Deception Point,Dan Brown,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001.0,Mystery,No description available.
17333223,The Goldfinch,Donna Tartt,3.87,https://images.gr-assets.com/books/1451554970m/17333223.jpg,2013.0,Romance,No description available.
1217100,Thirteen Reasons Why,Jay Asher,4.02,https://images.gr-assets.com/books/1333822506m/1217100.jpg,2007.0,Romance,No description available.
2865,Girl with a Pearl Earring,Tracy Chevalier,3.85,https://images.gr-assets.com/books/1327197580m/2865.jpg,1999.0,Sci-Fi,No description available.
4374400,"If I Stay (If I Stay, #1)",Gayle Forman,3.96,https://images.gr-assets.com/books/1347462970m/4374400.jpg,2009.0,Fantasy,No description available.
4989,The Red Tent,Anita Diamant,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997.0,Fiction,No description available.
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.23,https://images.gr-assets.com/books/1400602661m/28186.jpg,2006.0,Fiction,No description available.
5526,Dear John,Nicholas Sparks,4.01,https://images.gr-assets.com/books/1397749854m/5526.jpg,2006.0,Fiction,No description available.
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.21,https://images.gr-assets.com/books/1432730356m/1582996.jpg,2008.0,Mystery,No description available.
8852,Macbeth,William Shakespeare,3.88,https://images.gr-assets.com/books/1459795224m/8852.jpg,1606.0,History,No description available.
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.42,https://images.gr-assets.com/books/1298415523m/15241.jpg,1954.0,History,No description available.
42156,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,3.83,https://images.gr-assets.com/books/1305063535m/42156.jpg,2004.0,Mystery,No description available.
23772,Green Eggs and Ham,"Dr. Seuss, לאה נאור",4.29,https://images.gr-assets.com/books/1468680100m/23772.jpg,1960.0,Mystery,No description available.
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)","Roald Dahl, Quentin Blake",4.1,https://images.gr-assets.com/books/1309211401m/6310.jpg,1964.0,Romance,No description available.
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,4.39,https://images.gr-assets.com/books/1443142158m/2120932.jpg,2008.0,Mystery,No description available.
2623,Great Expectations,Charles Dickens,3.75,https://images.gr-assets.com/books/1327920219m/2623.jpg,1860.0,Fiction,No description available.
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.51,https://images.gr-assets.com/books/1389977161m/18512.jpg,1955.0,History,No description available.
49552,The Stranger,"Albert Camus, Matthew    Ward",3.96,https://images.gr-assets.com/books/1349927872m/49552.jpg,1942.0,Fantasy,No description available.
7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.35,https://images.gr-assets.com/books/1464201003m/7736182.jpg,2010.0,Fantasy,No description available.
15745753,Eleanor & Park,Rainbow Rowell,4.11,https://images.gr-assets.com/books/1341952742m/15745753.jpg,2013.0,Fantasy,No description available.
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.1,https://images.gr-assets.com/books/1429538615m/13497.jpg,2005.0,Fiction,No description available.
7735333,"Matched (Matched, #1)",Ally Condie,3.68,https://images.gr-assets.com/books/1367706191m/7735333.jpg,2010.0,Mystery,No description available.
4407,"American Gods (American Gods, #1)",Neil Gaiman,4.11,https://images.gr-assets.com/books/1258417001m/4407.jpg,2001.0,Sci-Fi,No description available.
149267,The Stand,"Stephen King, Bernie Wrightson",4.34,https://images.gr-assets.com/books/1213131305m/149267.jpg,1978.0,History,No description available.
6400090,The Last Song,Nicholas Sparks,4.14,https://images.gr-assets.com/books/1286549186m/6400090.jpg,2008.0,Mystery,No description available.
11125,Digital Fortress,Dan Brown,3.6,https://images.gr-assets.com/books/1360095966m/11125.jpg,1998.0,Mystery,No description available.
6969,Emma,"Jane Austen, Fiona Stafford",3.99,https://images.gr-assets.com/books/1373627931m/6969.jpg,1815.0,History,No description available.
15823480,Anna Karenina,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",4.02,https://images.gr-assets.com/books/1352422904m/15823480.jpg,1877.0,Fiction,No description available.
227463,A Clockwork Orange,Anthony Burgess,3.98,https://images.gr-assets.com/books/1348339306m/227463.jpg,1962.0,Sci-Fi,No description available.
1812457,The Shack,William Paul Young,3.74,https://images.gr-assets.com/books/1344270232m/1812457.jpg,2007.0,Mystery,No description available.
4502507,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,4.5,https://images.gr-assets.com/books/1327924597m/4502507.jpg,2009.0,History,No description available.
18342,It,Stephen King,4.18,https://images.gr-assets.com/books/1309376909m/18342.jpg,1986.0,Fiction,No description available.
7144,Crime and Punishment,"Fyodor Dostoyevsky, David McDuff",4.18,https://images.gr-assets.com/books/1382846449m/7144.jpg,1866.0,History,No description available.
6514,The Bell Jar,Sylvia Plath,3.98,https://images.gr-assets.com/books/1473890514m/6514.jpg,1963.0,Romance,No description available.
